marker-color,marker-size,marker-symbol,NummerRijksmonument,NaamRijksmonument,HoofdCategorieMS,GEMEENTE,PLAATS,SITUERING,Adres,POSTCODE,STATUS,long,lat
#80ff80,small,,45063,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.530857206251,53.283965934006
#80ff80,small,,45064,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.525681863981,53.285587669867
#80ff80,small,,45065,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.540869693785,53.284939541541
#80ff80,small,,45066,,Archeologie,Winsum,Sauwerd,,,9770 AA,beschermd,6.555108048604,53.287452871851
#80ff80,small,,45067,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.547187056728,53.292912323121
#80ff80,small,,45068,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.517181590175,53.286809167767
#80ff80,small,,45069,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.528750134551,53.294436840478
#80ff80,small,,45070,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.534850189265,53.297658656169
#80ff80,small,,45071,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.521882955906,53.297934581927
#80ff80,small,,45072,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.529701684083,53.302048007507
#80ff80,small,,45073,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.53412195441,53.303551504322
#80ff80,small,,45074,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.537362052726,53.30691727564
#80ff80,small,,45087,,Archeologie,Groningen,Groningen,Bij,Beijumerweg 19,9737 AB,beschermd,6.592192280131,53.250377656529
#80ff80,small,,45088,,Archeologie,Bedum,Zuidwolde,,,9785 ZA,beschermd,6.571893628573,53.26415795512
#80ff80,small,,45089,,Archeologie,Bedum,Zuidwolde,,,9785 ZA,beschermd,6.572608244336,53.266711986822
#80ff80,small,,45090,,Archeologie,Bedum,Noordwolde,,,9780 AA,beschermd,6.561851208836,53.281761771274
#80ff80,small,,45011,,Archeologie,Aa en Hunze,Annen,,,9468 ZA,beschermd,6.715555274687,53.061431627356
#80ff80,small,,45012,,Archeologie,Aa en Hunze,Annen,,,9468 ZA,beschermd,6.712771781836,53.042571636982
#80ff80,small,,45013,,Archeologie,Aa en Hunze,Anloo,,,9463 ZA,beschermd,6.708350037112,53.037408023712
#80ff80,small,,45014,,Archeologie,Aa en Hunze,Gasteren,,,9466 ZA,beschermd,6.659197823356,53.046775004934
#80ff80,small,,45015,,Archeologie,Aa en Hunze,Gasteren,,,9466 ZA,beschermd,6.658757495323,53.042429967711
#80ff80,small,,45016,,Archeologie,Aa en Hunze,Gasteren,,,9466 ZA,beschermd,6.675590360439,53.032292206213
#80ff80,small,,45017,,Archeologie,Aa en Hunze,Anloo,,,9463 ZA,beschermd,6.708056271487,53.030194604498
#80ff80,small,,45018,,Archeologie,Aa en Hunze,Anloo,,,9463 ZA,beschermd,6.710205925415,53.028822775571
#80ff80,small,,45019,,Archeologie,Aa en Hunze,Anloo,,,9463 ZA,beschermd,6.719324753383,53.033547664981
#80ff80,small,,45020,,Archeologie,Aa en Hunze,Anloo,,,9463 ZA,beschermd,6.726367241238,53.030341496988
#80ff80,small,,45021,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.729848701876,53.029152109957
#80ff80,small,,45022,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.705661853457,53.014160976583
#80ff80,small,,45023,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.72015284591,53.016795342393
#80ff80,small,,45024,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.719262788937,53.017416388976
#80ff80,small,,45025,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.723666770222,53.01523728614
#80ff80,small,,45026,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.726990697375,53.011389513064
#80ff80,small,,45027,,Archeologie,Emmen,Emmen,,,7800 AA,beschermd,6.88950626715,52.811107253816
#80ff80,small,,45028,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.763587722427,53.01797493764
#80ff80,small,,45029,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.72985080504,53.001705141488
#80ff80,small,,45030,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.714587980863,52.996087797342
#80ff80,small,,45031,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.705249379202,52.986287191604
#80ff80,small,,45032,,Archeologie,Aa en Hunze,Anloo,,,9463 ZA,beschermd,6.650774140349,53.051465605329
#80ff80,small,,45033,,Archeologie,Aa en Hunze,Eext,,,9463 ZA,beschermd,6.746022539579,53.03247446787
#80ff80,small,,45038,,Archeologie,Zuidhorn,Den Horn,,,9800 AA,beschermd,6.439970006641,53.232129347909
#80ff80,small,,45039,,Archeologie,Zuidhorn,Aduard,,,9830 AA,beschermd,6.448962425946,53.24397477992
#80ff80,small,,45040,,Archeologie,Zuidhorn,Aduard,,,9830 AA,beschermd,6.454939887069,53.247012998215
#80ff80,small,,45041,,Archeologie,Zuidhorn,Den Ham,,,9800 AA,beschermd,6.430597477407,53.268209556811
#80ff80,small,,45042,,Archeologie,Zuidhorn,Den Ham,,,9800 AA,beschermd,6.427629591755,53.26882838606
#80ff80,small,,45043,,Archeologie,Zuidhorn,Den Ham,,,9800 AA,beschermd,6.425634212584,53.267506735284
#80ff80,small,,45044,,Archeologie,Zuidhorn,Aduard,,,9830 AA,beschermd,6.498381563227,53.261365087227
#80ff80,small,,45045,,Archeologie,Zuidhorn,Den Ham,,,9800 AA,beschermd,6.417700984128,53.275491766892
#80ff80,small,,45046,,Archeologie,Zuidhorn,Fransum,,,9800 AA,beschermd,6.466825441805,53.269390003772
#80ff80,small,,45047,,Archeologie,Zuidhorn,Fransum,,,9800 AA,beschermd,6.447814800285,53.278374731266
#80ff80,small,,45048,,Archeologie,Winsum,Oostum,,,9770 AA,beschermd,6.495849801338,53.268406675252
#80ff80,small,,45050,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.527506623404,53.250802803783
#80ff80,small,,45051,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.520996346835,53.258502749436
#80ff80,small,,45052,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.543820360688,53.254609682067
#80ff80,small,,45053,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.547212771789,53.253714272466
#80ff80,small,,45055,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.534239524787,53.263418234548
#80ff80,small,,45057,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.531212396683,53.265693663355
#80ff80,small,,45059,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.510595130943,53.268251670813
#80ff80,small,,45060,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.533064097543,53.276162888314
#80ff80,small,,45061,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.532901453083,53.277377572715
#80ff80,small,,45062,,Archeologie,Winsum,Adorp,,,9774 ZA,beschermd,6.526500236784,53.27910090179
#80ff80,small,,45091,,Archeologie,Bedum,Ellerhuizen,,,9780 AA,beschermd,6.603748340829,53.277112207638
#80ff80,small,,45092,,Archeologie,Bedum,Bedum,,,9780 AA,beschermd,6.629291475165,53.313424823246
#80ff80,small,,45093,,Archeologie,Bedum,Bedum,,,9780 AA,beschermd,6.599573991065,53.301426217571
